EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
900,37,Travel_Frequently,1231,Sales,21,Female,54,1,Sales Representative,Married,2973,21222,No,15,3,80,1,5,4,0,0
901,53,Travel_Rarely,102,Research & Development,23,Female,72,4,Research Director,Single,14275,20206,No,18,3,80,0,12,9,3,8
902,43,Travel_Frequently,422,Research & Development,1,Female,33,2,Brand Representative,Married,5562,21782,No,13,3,80,1,5,2,2,2
903,47,Travel_Rarely,249,Sales,2,Female,35,2,Sales Executive,Married,4537,17783,Yes,22,4,80,1,7,6,7,7
904,37,Non-Travel,1252,Sales,19,Male,32,3,Sales Executive,Single,7642,4814,Yes,13,3,80,0,10,0,0,9
905,50,Non-Travel,881,Research & Development,2,Male,98,4,Manager,Divorced,17924,4544,No,11,3,80,1,31,6,14,7
909,39,Travel_Rarely,1383,Human Resources,2,Female,42,2,Human Resources,Married,5204,7790,No,11,3,80,2,5,4,0,4
910,33,Travel_Rarely,1075,Human Resources,3,Male,57,1,Human Resources,Divorced,2277,22650,Yes,11,3,80,1,4,3,0,3
911,32,Travel_Rarely,374,Research & Development,25,Male,87,1,Technician,Single,2795,18016,Yes,24,4,80,0,1,0,0,1
912,29,Travel_Rarely,1086,Research & Development,7,Female,62,1,Technician,Divorced,2532,6054,No,14,3,80,3,4,3,0,3
913,44,Travel_Rarely,661,Research & Development,9,Male,61,1,Research Scientist,Married,2559,7508,Yes,13,3,80,0,8,7,7,1
916,28,Travel_Rarely,821,Sales,5,Male,98,2,Sales Executive,Single,4908,24252,No,14,3,80,0,4,2,0,2
918,58,Travel_Frequently,781,Research & Development,2,Male,57,1,Technician,Divorced,2380,13384,Yes,14,3,80,1,1,0,0,0
920,43,Travel_Rarely,177,Research & Development,8,Female,55,2,Marketing Director,Divorced,4765,23814,No,21,4,80,1,1,0,0,0
922,20,Travel_Rarely,500,Sales,2,Female,49,1,Sales Representative,Single,2044,22052,No,13,3,80,0,2,2,0,2
923,21,Travel_Rarely,1427,Research & Development,18,Female,65,1,Research Scientist,Single,2693,8870,No,19,3,80,0,1,0,0,0
924,36,Travel_Rarely,1425,Research & Development,14,Male,68,2,Brand Representative,Married,6586,4821,Yes,17,3,80,1,16,8,4,11
925,47,Travel_Rarely,1454,Sales,2,Female,65,1,Sales Representative,Single,3294,13137,Yes,18,3,80,0,3,2,1,2
926,22,Travel_Rarely,617,Research & Development,3,Female,34,2,Marketing Director,Married,4171,10022,Yes,19,3,80,1,3,2,0,2
927,41,Travel_Rarely,1085,Research & Development,2,Female,57,1,Technician,Divorced,2778,17725,Yes,13,3,80,1,7,7,1,0
930,28,Travel_Rarely,995,Research & Development,9,Female,77,1,Research Scientist,Divorced,2377,9834,No,18,3,80,1,2,2,2,2
932,39,Travel_Rarely,1122,Research & Development,6,Male,70,1,Technician,Married,2404,4303,Yes,21,4,80,0,2,2,2,2
933,27,Travel_Rarely,618,Research & Development,4,Female,76,1,Research Scientist,Single,2318,17808,No,19,3,80,0,1,1,0,0
934,34,Travel_Rarely,546,Research & Development,10,Male,83,1,Technician,Divorced,2008,6896,No,14,3,80,2,1,0,1,0
936,42,Travel_Rarely,462,Sales,14,Female,68,2,Sales Executive,Single,6244,7824,No,17,3,80,0,5,4,0,3
939,33,Travel_Rarely,1198,Research & Development,1,Male,100,1,Research Scientist,Single,2799,3339,Yes,11,3,80,0,3,2,0,2
940,58,Travel_Rarely,1272,Research & Development,5,Female,37,3,Brand Representative,Divorced,10552,9255,Yes,13,3,80,1,6,0,0,4
941,31,Travel_Rarely,154,Sales,7,Male,41,1,Sales Representative,Married,2329,11737,No,15,3,80,0,7,7,5,2
942,35,Travel_Rarely,1137,Research & Development,21,Female,51,2,Brand Representative,Married,4014,19170,Yes,25,4,80,1,10,6,0,7
944,49,Travel_Rarely,527,Research & Development,8,Female,51,3,Technician,Married,7403,22477,No,11,3,80,1,26,9,1,7
945,48,Travel_Rarely,1469,Research & Development,20,Male,51,1,Research Scientist,Married,2259,5543,No,17,3,80,2,0,0,0,0
947,31,Non-Travel,1188,Sales,20,Female,45,2,Sales Executive,Married,6932,24406,No,13,3,80,1,9,8,0,0
949,36,Travel_Rarely,188,Research & Development,7,Male,65,1,Research Scientist,Single,4678,23293,No,18,3,80,0,6,2,0,1
950,38,Travel_Rarely,1333,Research & Development,1,Female,80,3,Research Director,Married,13582,16292,No,13,3,80,1,15,12,5,11
951,32,Non-Travel,1184,Research & Development,1,Female,70,1,Technician,Married,2332,3974,No,20,4,80,0,3,0,0,2
952,25,Travel_Rarely,867,Sales,19,Male,36,1,Sales Representative,Married,2413,18798,Yes,18,3,80,3,1,0,0,0
954,40,Travel_Rarely,658,Sales,10,Male,67,3,Sales Executive,Divorced,9705,20652,No,12,3,80,1,1,0,0,0
956,26,Travel_Frequently,1283,Sales,1,Male,52,2,Sales Executive,Single,4294,11148,No,12,3,80,0,7,7,0,7
957,41,Travel_Rarely,263,Research & Development,6,Male,59,1,Technician,Single,4721,3119,Yes,13,3,80,0,18,13,2,17
958,36,Travel_Rarely,938,Research & Development,2,Male,79,1,Technician,Single,2519,12287,No,21,4,80,0,11,8,3,9
959,19,Travel_Rarely,419,Sales,21,Male,37,1,Sales Representative,Single,2121,9947,Yes,13,3,80,0,1,0,0,0
960,20,Travel_Rarely,129,Research & Development,4,Male,84,1,Technician,Single,2973,13008,No,19,3,80,0,1,0,0,0
961,31,Travel_Rarely,616,Research & Development,12,Female,41,2,Brand Representative,Married,5855,17369,Yes,11,3,80,2,9,7,8,5
964,40,Travel_Frequently,1469,Research & Development,9,Male,35,1,Research Scientist,Divorced,3617,25063,Yes,14,3,80,1,1,1,0,0
966,32,Travel_Rarely,498,Research & Development,3,Female,93,2,Marketing Director,Married,6725,13554,No,12,3,80,1,8,7,6,3
967,36,Travel_Rarely,530,Sales,3,Male,51,3,Sales Executive,Married,10325,5518,Yes,11,3,80,1,16,7,3,7
969,33,Travel_Rarely,1069,Research & Development,1,Female,42,2,Brand Representative,Single,6949,12291,No,14,3,80,0,5,0,1,4
970,37,Travel_Rarely,625,Sales,1,Male,46,3,Sales Executive,Married,10609,14922,No,11,3,80,0,14,1,11,7
972,45,Non-Travel,805,Research & Development,4,Male,57,2,Technician,Married,4447,23163,No,12,3,80,0,9,7,0,8
974,29,Travel_Frequently,1404,Sales,20,Female,84,1,Sales Representative,Married,2157,18203,No,15,3,80,1,3,1,0,2
975,35,Travel_Rarely,1219,Sales,18,Female,86,2,Sales Executive,Married,4601,6179,No,16,3,80,0,5,2,1,0
976,52,Travel_Rarely,1053,Research & Development,1,Male,70,4,Manager,Married,17099,13829,No,15,3,80,1,9,8,7,8
977,58,Travel_Rarely,289,Research & Development,2,Male,51,1,Research Scientist,Single,2479,26227,No,24,4,80,0,1,0,0,0
981,53,Travel_Rarely,1376,Sales,2,Male,45,4,Manager,Divorced,14852,13938,No,13,3,80,1,17,13,15,2
982,30,Travel_Rarely,231,Sales,8,Male,62,3,Sales Executive,Divorced,7264,9977,No,11,3,80,1,8,4,7,7
983,38,Non-Travel,152,Sales,10,Female,85,2,Sales Executive,Single,5666,19899,Yes,13,3,80,0,5,3,1,3
984,35,Travel_Rarely,882,Sales,3,Male,92,3,Sales Executive,Divorced,7823,6812,No,13,3,80,1,10,9,0,8
985,39,Travel_Rarely,903,Sales,2,Male,41,3,Sales Executive,Single,7880,2560,No,18,3,80,0,8,7,0,7
986,40,Non-Travel,1479,Sales,24,Female,100,4,Sales Executive,Single,13194,17071,Yes,16,3,80,0,1,0,0,0
987,47,Travel_Frequently,1379,Research & Development,16,Male,64,2,Marketing Director,Divorced,5067,6759,Yes,19,3,80,0,19,10,2,7
990,36,Non-Travel,1229,Sales,8,Male,84,2,Sales Executive,Divorced,5079,25952,No,13,3,80,2,7,7,0,7
991,31,Non-Travel,335,Research & Development,9,Male,46,1,Research Scientist,Single,2321,10322,Yes,22,4,80,0,3,2,1,2
992,33,Non-Travel,722,Sales,17,Male,38,4,Manager,Single,17444,20489,No,11,3,80,0,10,8,6,0
994,29,Travel_Rarely,906,Research & Development,10,Female,92,1,Research Scientist,Single,2404,11479,Yes,20,4,80,0,0,0,0,0
995,33,Travel_Rarely,461,Research & Development,13,Female,53,1,Research Scientist,Single,3452,17241,No,18,3,80,0,3,2,0,2
996,45,Travel_Rarely,974,Research & Development,1,Female,91,1,Technician,Divorced,2270,11005,No,14,3,80,2,5,3,0,2
997,50,Travel_Rarely,1126,Research & Development,1,Male,66,4,Research Director,Divorced,17399,6615,No,22,4,80,1,5,4,1,3
998,33,Travel_Frequently,827,Research & Development,1,Female,84,2,Brand Representative,Married,5488,20161,Yes,13,3,80,1,6,5,1,2
999,41,Travel_Frequently,840,Research & Development,9,Male,64,5,Research Director,Divorced,19419,3735,No,17,3,80,1,18,16,0,11
1001,27,Travel_Rarely,1134,Research & Development,16,Female,37,1,Technician,Married,2811,12086,No,14,3,80,1,2,2,2,2
1002,45,Non-Travel,248,Research & Development,23,Male,42,2,Technician,Married,3633,14039,Yes,15,3,80,1,9,8,0,8
1003,47,Travel_Rarely,955,Sales,4,Female,83,2,Sales Executive,Single,4163,8571,Yes,17,3,80,0,9,0,0,7
1004,30,Travel_Rarely,138,Research & Development,22,Female,48,1,Research Scientist,Married,2132,11539,Yes,11,3,80,0,5,2,0,1
1005,50,Travel_Rarely,939,Research & Development,24,Male,95,4,Marketing Director,Married,13973,4161,Yes,18,3,80,1,12,11,1,5
1006,38,Travel_Frequently,1391,Research & Development,10,Male,66,1,Research Scientist,Married,2684,12127,No,17,3,80,1,2,1,0,2
1007,46,Travel_Rarely,566,Research & Development,7,Male,75,3,Marketing Director,Divorced,10845,24208,No,13,3,80,1,8,7,0,7
1009,24,Travel_Rarely,1206,Research & Development,17,Female,41,2,Marketing Director,Divorced,4377,24117,No,15,3,80,2,4,2,3,2
1010,35,Travel_Rarely,622,Research & Development,14,Male,39,1,Technician,Divorced,3743,10074,Yes,24,4,80,1,4,2,0,2
1011,31,Travel_Frequently,853,Research & Development,1,Female,96,2,Marketing Director,Married,4148,11275,No,12,3,80,1,4,3,0,3
1012,18,Non-Travel,287,Research & Development,5,Male,73,1,Research Scientist,Single,1051,13493,No,15,3,80,0,0,0,0,0
1013,54,Travel_Rarely,1441,Research & Development,17,Female,56,3,Marketing Director,Married,10739,13943,No,11,3,80,1,10,7,0,8
1014,35,Travel_Rarely,583,Research & Development,25,Female,57,3,Brand Representative,Divorced,10388,6975,Yes,11,3,80,1,16,10,10,1
1015,30,Travel_Rarely,153,Research & Development,8,Female,73,3,Research Director,Married,11416,17802,Yes,12,3,80,3,8,7,1,7
1016,20,Travel_Rarely,1097,Research & Development,11,Female,98,1,Research Scientist,Single,2600,18275,Yes,15,3,80,0,1,0,0,0
1017,30,Travel_Frequently,109,Research & Development,5,Female,60,1,Technician,Single,2422,25725,No,17,3,80,0,3,2,1,2
1018,26,Travel_Rarely,1066,Research & Development,2,Male,32,2,Marketing Director,Married,5472,3334,No,12,3,80,0,8,7,1,3
1019,22,Travel_Rarely,217,Research & Development,8,Male,94,1,Technician,Married,2451,6881,No,15,3,80,1,4,3,1,1
1022,48,Travel_Rarely,277,Research & Development,6,Male,97,2,Brand Representative,Single,4240,13119,No,13,3,80,0,2,2,2,2
1024,48,Travel_Rarely,1355,Research & Development,4,Male,78,3,Brand Representative,Single,10999,22245,No,14,3,80,0,15,11,4,8
1025,41,Travel_Rarely,549,Research & Development,7,Female,42,2,Marketing Director,Single,5003,23371,No,14,3,80,0,2,2,2,1
1026,39,Travel_Rarely,466,Research & Development,1,Female,65,4,Marketing Director,Married,12742,7060,No,16,3,80,1,21,6,11,8
1027,27,Travel_Rarely,1055,Research & Development,2,Female,47,2,Marketing Director,Married,4227,4658,No,18,3,80,1,3,2,2,2
1028,35,Travel_Rarely,802,Research & Development,10,Male,45,1,Technician,Divorced,3917,9541,No,20,4,80,1,3,2,1,2
1029,42,Travel_Rarely,265,Sales,5,Male,90,5,Manager,Married,18303,7770,No,13,3,80,0,1,0,0,0
1030,50,Travel_Rarely,804,Research & Development,9,Male,64,1,Technician,Married,2380,20165,No,18,3,80,0,1,0,0,0
1032,59,Travel_Rarely,715,Research & Development,2,Female,69,4,Marketing Director,Single,13726,21829,Yes,13,3,80,0,5,3,4,3
1033,37,Travel_Rarely,1141,Research & Development,11,Female,61,2,Brand Representative,Married,4777,14382,No,15,3,80,0,1,0,0,0
1034,55,Travel_Frequently,135,Research & Development,18,Male,62,2,Brand Representative,Married,6385,12992,Yes,14,3,80,2,8,7,6,7
1035,41,Non-Travel,247,Research & Development,7,Female,55,5,Research Director,Divorced,19973,20284,No,22,4,80,2,21,16,5,10
1036,38,Travel_Rarely,1035,Sales,3,Male,42,2,Sales Executive,Single,6861,4981,Yes,12,3,80,0,1,0,0,0
1037,26,Non-Travel,265,Sales,29,Male,79,2,Sales Executive,Single,4969,21813,No,18,3,80,0,2,2,2,2
1038,52,Travel_Rarely,266,Sales,2,Female,57,5,Manager,Married,19845,25846,No,15,3,80,1,32,14,6,9
1039,44,Travel_Rarely,1448,Sales,28,Female,53,4,Sales Executive,Married,13320,11737,Yes,18,3,80,1,12,11,11,11
1040,50,Non-Travel,145,Sales,1,Female,95,2,Sales Executive,Married,6347,24920,No,12,3,80,1,18,7,0,13
1042,36,Travel_Rarely,885,Research & Development,16,Female,43,1,Technician,Single,2743,8269,No,16,3,80,0,17,13,15,14
1043,39,Travel_Frequently,945,Research & Development,22,Female,82,3,Marketing Director,Single,10880,5083,Yes,13,3,80,0,21,6,2,8
1044,33,Non-Travel,1038,Sales,8,Female,88,1,Sales Representative,Single,2342,21437,No,19,3,80,0,2,2,2,2
1045,45,Travel_Rarely,1234,Sales,11,Female,90,4,Manager,Married,17650,5404,No,13,3,80,1,9,3,1,1
1046,32,Non-Travel,1109,Research & Development,29,Female,69,1,Technician,Single,4025,11135,No,12,3,80,0,8,7,7,7
1047,34,Travel_Rarely,216,Sales,1,Male,75,2,Sales Executive,Divorced,9725,12278,No,11,3,80,1,15,1,0,9
1048,59,Travel_Rarely,1089,Sales,1,Male,66,3,Manager,Married,11904,11038,Yes,14,3,80,1,6,4,0,4
1049,45,Travel_Rarely,788,Human Resources,24,Male,36,1,Human Resources,Single,2177,8318,No,16,3,80,0,6,3,0,4
1050,53,Travel_Frequently,124,Sales,2,Female,38,3,Sales Executive,Married,7525,23537,No,12,3,80,1,15,7,6,12
1052,36,Travel_Rarely,660,Research & Development,15,Male,81,2,Technician,Divorced,4834,7858,No,14,3,80,1,1,0,0,0
1053,26,Travel_Frequently,342,Research & Development,2,Male,57,1,Research Scientist,Married,2042,15346,Yes,14,3,80,1,3,2,1,2
1055,34,Travel_Rarely,1333,Sales,10,Female,87,1,Sales Representative,Married,2220,18410,Yes,19,3,80,1,1,1,0,0
1056,28,Travel_Rarely,1144,Sales,10,Male,74,1,Sales Representative,Married,1052,23384,No,22,4,80,0,1,0,0,0
1060,38,Travel_Frequently,1186,Research & Development,3,Male,44,1,Research Scientist,Married,2821,2997,No,16,3,80,1,2,2,2,2
1061,50,Travel_Rarely,1464,Research & Development,2,Male,62,5,Research Director,Married,19237,12853,Yes,11,3,80,1,8,1,7,7
1062,37,Travel_Rarely,124,Research & Development,3,Female,35,2,Brand Representative,Single,4107,13848,No,15,3,80,0,4,3,0,1
1066,40,Travel_Rarely,300,Sales,26,Male,74,2,Sales Executive,Married,8396,22217,No,14,3,80,1,7,7,7,5
1068,26,Travel_Frequently,921,Research & Development,1,Female,66,1,Research Scientist,Divorced,2007,25265,No,13,3,80,2,5,3,1,3
1069,46,Travel_Rarely,430,Research & Development,1,Male,40,5,Research Director,Divorced,19627,21445,No,17,3,80,2,2,2,2,2
1070,54,Travel_Rarely,1082,Sales,2,Female,41,3,Sales Executive,Married,10686,8392,No,11,3,80,1,9,4,7,0
1071,56,Travel_Frequently,1240,Research & Development,9,Female,63,1,Research Scientist,Married,2942,12154,No,19,3,80,1,5,4,0,3
1073,36,Travel_Rarely,796,Research & Development,12,Female,51,3,Marketing Director,Single,8858,15669,No,11,3,80,0,14,8,7,8
1074,55,Non-Travel,444,Research & Development,2,Male,40,4,Manager,Single,16756,17323,No,15,3,80,0,9,7,6,2
1076,43,Travel_Rarely,415,Sales,25,Male,79,3,Sales Executive,Divorced,10798,5268,No,13,3,80,1,1,0,0,0
1077,20,Travel_Frequently,769,Sales,9,Female,54,1,Sales Representative,Single,2323,17205,Yes,14,3,80,0,2,2,0,2
1079,21,Travel_Rarely,1334,Research & Development,10,Female,36,1,Technician,Single,1416,17258,No,13,3,80,0,1,0,1,0
1080,46,Travel_Rarely,1003,Research & Development,8,Female,74,2,Research Scientist,Divorced,4615,21029,Yes,23,4,80,3,16,13,1,7
1081,51,Travel_Rarely,1323,Research & Development,4,Male,34,1,Research Scientist,Married,2461,10332,Yes,12,3,80,3,10,0,2,7
1082,28,Non-Travel,1366,Research & Development,24,Male,72,3,Brand Representative,Single,8722,12355,No,12,3,80,0,10,7,1,9
1083,26,Travel_Rarely,192,Research & Development,1,Male,59,1,Technician,Married,3955,11141,No,16,3,80,2,5,3,1,3
1084,30,Travel_Rarely,1176,Research & Development,20,Male,85,2,Marketing Director,Married,9957,9096,No,15,3,80,1,6,2,0,2
1085,41,Travel_Rarely,509,Research & Development,7,Female,43,1,Research Scientist,Married,3376,18863,No,13,3,80,0,10,6,0,8
1088,38,Travel_Rarely,330,Research & Development,17,Female,65,3,Brand Representative,Married,8823,24608,No,18,3,80,1,19,9,1,9
1092,40,Travel_Rarely,1492,Research & Development,20,Male,61,3,Brand Representative,Married,10322,26542,No,20,4,80,1,11,10,11,1
1094,27,Non-Travel,1277,Research & Development,8,Male,87,1,Technician,Married,4621,5869,No,19,3,80,3,3,2,1,2
1096,55,Travel_Frequently,1091,Research & Development,2,Male,65,3,Marketing Director,Married,10976,15813,No,18,3,80,1,3,2,1,2
1097,28,Travel_Rarely,857,Research & Development,10,Female,59,2,Research Scientist,Single,3660,7909,No,13,3,80,0,8,7,1,7
1098,44,Travel_Rarely,1376,Human Resources,1,Male,91,3,Human Resources,Married,10482,2326,No,14,3,80,1,20,6,3,6
1099,33,Travel_Rarely,654,Research & Development,5,Male,34,3,Brand Representative,Divorced,7119,21214,No,15,3,80,1,3,2,1,2
1100,35,Travel_Rarely,1204,Sales,4,Male,86,3,Sales Executive,Single,9582,10333,Yes,22,4,80,0,8,7,4,7
1101,33,Travel_Frequently,827,Research & Development,29,Female,54,2,Research Scientist,Single,4508,3129,No,22,4,80,0,13,7,3,8
1102,28,Travel_Rarely,895,Research & Development,15,Male,50,1,Technician,Divorced,2207,22482,No,16,3,80,1,4,2,2,2
1103,34,Travel_Frequently,618,Research & Development,3,Male,45,2,Brand Representative,Single,7756,22266,No,17,3,80,0,6,2,0,4
1105,37,Travel_Rarely,309,Sales,10,Female,88,2,Sales Executive,Divorced,6694,24223,Yes,14,3,80,3,1,0,0,0
1106,25,Travel_Rarely,1219,Research & Development,4,Male,32,1,Technician,Married,3691,4605,Yes,15,3,80,1,7,7,5,6
1107,26,Travel_Rarely,1330,Research & Development,21,Male,37,1,Technician,Divorced,2377,19373,No,20,4,80,1,1,1,0,0
1108,33,Travel_Rarely,1017,Research & Development,25,Male,55,1,Research Scientist,Single,2313,2993,Yes,20,4,80,0,2,2,2,2
1109,42,Travel_Rarely,469,Research & Development,2,Male,35,4,Manager,Married,17665,14399,No,17,3,80,1,22,6,13,7
1111,28,Travel_Frequently,1009,Research & Development,1,Male,45,1,Technician,Divorced,2596,7160,No,15,3,80,2,1,0,0,0
1113,50,Travel_Frequently,959,Sales,1,Male,81,2,Sales Executive,Single,4728,17251,Yes,14,3,80,0,0,0,0,0
1114,33,Travel_Frequently,970,Sales,7,Female,30,2,Sales Executive,Married,4302,13401,No,17,3,80,1,3,2,0,2
1115,34,Non-Travel,697,Research & Development,3,Male,40,1,Research Scientist,Married,2979,22478,No,17,3,80,3,0,0,0,0
1116,48,Non-Travel,1262,Research & Development,1,Male,35,4,Manager,Single,16885,16154,No,22,4,80,0,5,4,2,1
1117,45,Non-Travel,1050,Sales,9,Female,65,2,Sales Executive,Married,5593,17970,No,13,3,80,1,15,10,4,12
1118,52,Travel_Rarely,994,Research & Development,7,Male,87,3,Brand Representative,Single,10445,15322,No,19,3,80,0,8,6,4,0
1119,38,Travel_Rarely,770,Sales,10,Male,73,3,Sales Executive,Divorced,8740,5569,Yes,14,3,80,2,8,7,2,7
1120,29,Travel_Rarely,1107,Research & Development,28,Female,93,1,Research Scientist,Divorced,2514,26968,No,22,4,80,1,7,5,1,7
1121,28,Travel_Rarely,950,Research & Development,3,Female,93,3,Marketing Director,Divorced,7655,8039,No,17,3,80,3,9,7,1,7
1124,46,Travel_Rarely,406,Sales,3,Male,52,4,Manager,Married,17465,15596,No,12,3,80,1,12,9,4,9
1125,38,Travel_Rarely,130,Sales,2,Male,32,3,Sales Executive,Single,7351,20619,No,16,3,80,0,1,0,0,0
1126,43,Travel_Frequently,1082,Research & Development,27,Female,83,3,Marketing Director,Married,10820,11535,No,11,3,80,1,8,7,0,1
1127,39,Travel_Frequently,203,Research & Development,2,Male,84,4,Brand Representative,Divorced,12169,13547,No,11,3,80,3,18,7,11,5
1128,40,Travel_Rarely,1308,Research & Development,14,Male,44,5,Research Director,Single,19626,17544,No,14,3,80,0,20,7,4,9
1131,21,Travel_Rarely,984,Research & Development,1,Female,70,1,Research Scientist,Single,2070,25326,Yes,11,3,80,0,2,2,2,2
1132,39,Non-Travel,439,Research & Development,9,Male,70,2,Technician,Single,6782,8770,No,15,3,80,0,5,4,0,3
1133,36,Non-Travel,217,Research & Development,18,Male,78,2,Marketing Director,Single,7779,23238,No,20,4,80,0,11,9,0,9
1135,31,Travel_Frequently,793,Sales,20,Male,67,1,Sales Representative,Married,2791,21981,No,12,3,80,1,2,2,2,2
1136,28,Travel_Rarely,1451,Research & Development,2,Male,67,1,Research Scientist,Married,3201,19911,No,17,3,80,0,5,3,0,4
1137,35,Travel_Frequently,1182,Sales,11,Male,54,2,Sales Executive,Divorced,4968,18500,No,11,3,80,1,5,2,0,2
1138,49,Travel_Rarely,174,Sales,8,Male,56,4,Sales Executive,Married,13120,11879,No,17,3,80,1,9,8,2,3
1140,34,Travel_Frequently,1003,Research & Development,2,Male,95,2,Marketing Director,Single,4033,15834,No,11,3,80,0,3,2,0,2
1143,29,Travel_Frequently,490,Research & Development,10,Female,61,1,Research Scientist,Divorced,3291,17940,No,14,3,80,2,7,5,1,1
1148,42,Travel_Rarely,188,Research & Development,29,Male,56,2,Technician,Single,4272,9558,No,19,3,80,0,1,0,0,0
1150,29,Travel_Rarely,718,Research & Development,8,Male,79,2,Marketing Director,Married,5056,17689,Yes,15,3,80,1,10,7,1,2
1152,38,Travel_Rarely,433,Human Resources,1,Male,37,1,Human Resources,Married,2844,6004,No,13,3,80,1,7,6,5,0
1154,28,Travel_Frequently,773,Research & Development,6,Male,39,1,Research Scientist,Divorced,2703,22088,Yes,14,3,80,1,3,1,0,2
1156,18,Non-Travel,247,Research & Development,8,Male,80,1,Technician,Single,1904,13556,No,12,3,80,0,0,0,0,0
1157,33,Travel_Rarely,603,Sales,9,Female,77,2,Sales Executive,Single,8224,18385,Yes,17,3,80,0,5,2,0,3
1158,41,Travel_Rarely,167,Research & Development,12,Male,46,1,Technician,Married,4766,9051,Yes,11,3,80,1,1,0,0,0
1160,31,Travel_Frequently,874,Research & Development,15,Male,72,1,Technician,Married,2610,6233,No,12,3,80,1,2,2,2,2
1161,37,Travel_Rarely,367,Research & Development,25,Female,52,2,Brand Representative,Divorced,5731,17171,No,13,3,80,2,6,2,1,3
1162,27,Travel_Rarely,199,Research & Development,6,Male,55,1,Research Scientist,Married,2539,7950,No,13,3,80,1,4,2,2,2
1163,34,Travel_Rarely,1400,Sales,9,Female,70,2,Sales Executive,Married,5714,5829,No,20,4,80,0,6,5,1,3
1164,35,Travel_Rarely,528,Human Resources,8,Male,100,1,Human Resources,Single,4323,7108,No,17,3,80,0,5,4,1,4
1165,29,Travel_Rarely,408,Sales,23,Female,45,3,Sales Executive,Married,7336,11162,No,13,3,80,1,11,8,3,10
1166,40,Travel_Frequently,593,Research & Development,9,Female,88,3,Research Director,Single,13499,13782,No,17,3,80,0,18,7,2,13
1167,42,Travel_Frequently,481,Sales,12,Male,44,4,Sales Executive,Single,13758,2447,Yes,12,3,80,0,21,9,13,14
1171,42,Travel_Rarely,647,Sales,4,Male,45,2,Sales Executive,Single,5155,2253,No,13,3,80,0,6,4,1,5
1172,35,Travel_Rarely,982,Research & Development,1,Male,58,1,Technician,Married,2258,16340,No,12,3,80,1,8,0,1,7
1173,24,Travel_Rarely,477,Research & Development,24,Male,49,1,Technician,Single,3597,6409,No,22,4,80,0,4,3,1,2
1175,28,Travel_Rarely,1485,Research & Development,12,Female,79,1,Technician,Married,2515,22955,Yes,11,3,80,0,1,1,0,0
1177,26,Travel_Rarely,1384,Research & Development,3,Male,82,1,Technician,Married,4420,13421,No,22,4,80,1,8,7,0,7
1179,30,Travel_Rarely,852,Sales,10,Male,72,2,Sales Executive,Married,6578,2706,No,18,3,80,1,10,3,1,4
1180,40,Travel_Frequently,902,Research & Development,26,Female,92,2,Research Scientist,Married,4422,21203,Yes,13,3,80,1,1,1,0,0
1182,35,Travel_Rarely,819,Research & Development,2,Male,44,3,Marketing Director,Divorced,10274,19588,No,18,3,80,1,7,7,6,4
1184,34,Travel_Frequently,669,Research & Development,1,Male,97,2,Brand Representative,Single,5343,25755,No,20,4,80,0,13,9,4,9
1185,35,Travel_Frequently,636,Research & Development,4,Male,47,1,Technician,Married,2376,26537,No,13,3,80,1,2,2,2,2
1188,43,Travel_Rarely,1372,Sales,9,Female,85,2,Sales Executive,Single,5346,9489,No,13,3,80,0,4,3,1,3
1190,32,Non-Travel,862,Sales,2,Female,76,1,Sales Representative,Divorced,2827,14947,No,12,3,80,3,1,0,0,0
1191,56,Travel_Rarely,718,Research & Development,4,Female,92,5,Manager,Divorced,19943,18575,No,13,3,80,1,5,2,4,2
1192,29,Travel_Rarely,1401,Research & Development,6,Female,54,1,Technician,Married,3131,26342,No,13,3,80,1,10,8,0,8
1193,19,Travel_Rarely,645,Research & Development,9,Male,54,1,Research Scientist,Single,2552,7172,No,25,4,80,0,1,1,0,0
1195,45,Travel_Rarely,1457,Research & Development,7,Female,83,1,Research Scientist,Married,4477,20100,Yes,19,3,80,1,3,2,0,2
1196,37,Travel_Rarely,977,Research & Development,1,Female,56,2,Marketing Director,Married,6474,9961,No,13,3,80,1,14,8,3,11
1198,20,Travel_Rarely,805,Research & Development,3,Male,87,1,Technician,Single,3033,12828,No,12,3,80,0,2,2,1,2
1200,44,Travel_Rarely,1097,Research & Development,10,Male,96,1,Research Scientist,Single,2936,10826,Yes,11,3,80,0,6,4,0,2
1201,53,Travel_Rarely,1223,Research & Development,7,Female,50,5,Manager,Divorced,18606,18640,No,18,3,80,1,7,7,4,7
1202,29,Travel_Rarely,942,Research & Development,15,Female,69,1,Research Scientist,Married,2168,26933,Yes,18,3,80,1,5,4,1,3
1203,22,Travel_Frequently,1256,Research & Development,3,Male,48,1,Research Scientist,Married,2853,4223,Yes,11,3,80,1,0,0,0,0
1204,46,Travel_Rarely,1402,Sales,2,Female,69,4,Manager,Married,17048,24097,No,23,4,80,0,26,15,15,9
1206,44,Non-Travel,111,Research & Development,17,Male,74,1,Research Scientist,Single,2290,4279,No,13,3,80,0,0,0,0,0
